address,balance
bc1qp3f8la5r3rlqgxjl6enda35ejyus72e87kk9q8,0.0904221
392AimzQajg1PqRi6fAUcP1kHTkKf1gyG8,0.0013
bc1pzmvzakrghj9734f0raju2dlsav4cd8t49kku26zjkf6tr9gz0ups0cgs42,0.00083798
bc1qphe7694jf0l6dxc6swqmawyc4tewm9tlclnecu,0.00116505
bc1qqyq80vwr0qtaq0h6kkhzr9gtqxyzyn0nu7nxu4,0.0030693
1LXxnuyf4FqTywd2wt7VX98sKL5XT6fomK,0.297078
bc1qyxqz7lrdt0en99uj27c9etamdl7rfx46z7upwgtfhzh2kz0h4q5q3ut8a4,0.0204886
3BLGKNpxQuPiffrmpkiDpASo3vFHXavP4d,0.00016865
bc1qrlzyu9j0s4z6u4z05wzkqj6w4tvm2cp8vqxk4lauv8sh2g37g74s4hc8kr,0.0234649
bc1qt6fnxzesde5922725t0ttqyy9zl469puajqal3,0.0250362
bc1qzgczq7hv6f0tqevq74ym9m9czyh485k2dpksne,0.0039175
3EomMBMNMuTQX5pqJdLTmPf4tKygpCN5M9,0.070766
3NDDDkWzyyajG1ViDkRnDwCjzBLvzXjrfB,0.0179254
bc1q2vahz0fl7y60dvf633zg39qvl3atwhczr9m5ne,0.0367669
bc1qq0pwmwxzt7dhflygzm8u3xg73ekf4wcvymhyyw,0.00030591
bc1q6k2vdz3gszseaklf3fhpqwr5f5ju2l492ne5r9,0.0280377
3PDw5jJzhsRR6kgs8z1i76ZBB6Srpa38Fa,0.294694
bc1qwzys6ra97ymwmxd7duqfah446zx40vx7vsraxj,0.0302818
bc1qkuehl7hx6qqmcesfapk38t0sqnwraeku3g3d2u,0.00541968
bc1ppsh6xn9vvn3ypextu356r4j63gc0g68cymdd0vctprctpcgfzw9qs5kwgn,0.316273
bc1qqn5tctl47x92q4ng4ykpyquu94psuks79metgt,0.00280033
bc1q85gtgsgdtfpzhzftxd46lenku2agjkn9uyvma5,0.00156581
bc1q8pmuc2v0cku2ty0rfxp2jyvrhv6lpsjzq9y6s8,37.7496
bc1qvkwfapml56vvweuvvp7tqvurv2w52asv38u5ld,0.00044224
bc1qp04nxph3c8cn75d9gyqru6dp52pnjyyl5duxhr,0.006878
bc1qr7r3pa5tuycne8wh33uk50k9sa662ydkalrvu4,0.00163875
3NozbZHTCmJEXBNBRY1FaoBtggMEJ1npU8,0.0002461
bc1qx79xrgwx0mznk86f5vc34uukar90eq0g9q8peq,0.00073612
1AcKekuw9wjHgMBFm6biMW342a7DEvpvQn,0.0786455
bc1qfa6c39z8xwhwygqn0zrsad2ucdmcgdt0skm7fn,0.0257651
bc1qw2y3tdwlxltry9cln93mqpmskg6avqtcx8nj8k,0.00308172
bc1qnf430n6hya37wucfetltfuqljcvyancanm2xcr,0.00013572
bc1qapfu6545cd6flv3hsxhkn0pkku8ac3kf4qtp3d,12.3881
bc1q8yrp3m9h5x3qky4y7ch4ej6jzzsac3v8duwvz5,0.0520156
bc1qr3dhgxkpm5d5n7760agcc3d8t5alsfd4q0m7na,0.00107307
bc1qu3at6am4xm7vulqwpert4l0dae69utk2hqjcdy,0.0814216
bc1p2gjl2zcnplycq6t2kpqtz4hy7smxqmx38n729vpzvww62kkve6vskpra35,0.00018791
bc1pvms679ny6zf0awu5qxxlmwenmzx52q0wa8ez20hpmdes6l6zaems9u2pu0,0.00058568
bc1qs7fnvy7qfad9p8v949g7e7pxegnh0kukd0dxg6,0.0115694
3FA7LKQ8mU1aRWFarbyG4B1kVGqEZWZYSf,0.00219424
1598iDuKCNHRJY3RoWKJZzUEuCD1nPyYbS,0.00414584
32jWngUmvjJhRUMrdqLrVCY22ipnBQAodH,0.083607
bc1qx3d9sfgwr47qtyd03thsgu8vtxpv5wy53zt8p7,0.0186611
12qYvF4GJrkhn63YffVSicucc32SyKMFW9,0.0339165
bc1q9c7fmkeptq9ukrl7mys78xs04lpsz922zuslzh,0.00043731
bc1qhrqqkf79azfm2ujdyjw68dam9sergm5fu866pr,0.0587694
bc1q67w08v666pymv0xkzx5z95qscwt0mke5626yrv,0.00160109
bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,9414.05
bc1qdtmfcn8ahzd9etx8fg9elmpcn2x7k9yxq9ud6z7jw5agjzkdnknqvnwn2p,0.00369878
13ptScZo784M78NPbqzmZiNuTp571CwMib,0.0626922
bc1qmu82za84sut85gxcn9c7uj4qx5560l9ne5kjpn,0.00623929
35Ggs8JNUkjcwNWbTLETaF5NSK9N1b8fJV,0.00334376
bc1pwxx9zr5j07na4fumkdnm220c28zvgz7fu3y3tdh8m7v9k67y8x9smrd2lc,0.000671
bc1qkusckpqq66gghjl6lmv46909yqem0ul4lgnxd5,0.409924
1FgkwoACVExyJPtXzqb3DGxaGfQXGnmGe5,0.337737
bc1qrd5zu2834ynq5t3yn9vsfrsc6ttvc87n3m42wa,0.00916278
1LvJ9uYS6ZzvB7rq4Uwzd6h8ksyYw3t7iv,0.00288315
1fWHHfptTNmXfYPPVRKr8JaMTx8yFq8V4,0.238744
14epVF6LLa8rTcwG2dLdNan92cW1T7GstM,0.00539899
bc1qq60pte9swmfg2xr50lqy0rhjhhgx27sshgk8p7,0.0131952
3HRCbdzAhPbuvMfeDt8BKp3WWfKKVvZBpt,0.0266525
bc1qwf9rul7rlqatq336gyatfrsxw4mh0dmust98he,0.0005
bc1qwyau437q5ns2ennypc0umdz6kvqrs3jeshscxv,0.0839976
3NEJ79M8fT3fFZZJESFFc6iGa7oGfsp6qy,0.000672
bc1qyw4x6etjcvvc6gkjy8nu2a39m27epqvn40cv5y,0.00159025
17PXkHuxpo4CDzQCnwV69AuxpB4g1y4p9F,0.00869465
bc1q9rhkynanzu7xaqr5xgqxmlwqjhcftsymy5n2d6,0.001681
bc1pquhdfl4de4xvtha6wp8qyvuckwvj725as39a6766n4fxry8v5d6sa5uw0a,0.005
bc1qttn9mfnffqjna9p9wudl33sfmkxa8ezkcu6ute,0.00197397
bc1q5app4ejqpqt4kn3yzzamsl52s6suafhzds44yx,0.00659278
16njgMhpRKXm4vQuRYziZYsiRTb5Tsmhmk,0.492824
bc1qyvmdypsvv22843yntjjlpcpktps9f8f8xkrcv2,0.0179628
bc1qe43r20gh2ur7y0uzlr5rqnnqe0zdv9kys4me6t,0.0190156
bc1qz39yf0tjwv74q8amhle2ykhsm8wf67ltxw8wvn,0.00012995
bc1qr4qgh9fzjt6gvr9an60kahdgjhfd8aeaeqrnfu,0.0182473
bc1q8mqv5j8y0rv6k3j77ugp3k9xhwwkugspkvef88,0.00396624
11VkAi62xGnxBCJnfBb1ZZGyWXBaGemQe,0.00104694
bc1qx42ax8qr4x365shvdwdwhvy5jnd5gmfyc57hu9,0.00806749
bc1qvxfyhyq00dlhyxj4uzcgrjwcmgc8223xw72ykq,0.00038264
bc1qqqfxekqh2hvcrrghut4aazt8t6vl00pxmwhj83,0.00688007
bc1qg4mca6cs40j9nndgy4exw46xe5xsddxqh46qqf,0.00471827
bc1qtrzxaqy4aj90fc8whpghn6cppwxsuz4lfpaa5d,0.00159989
bc1qypz0ep7c2cyaz93p9fw8d4c58jd5l6wsnk5cxp,0.00038002
bc1qfpeps3wcmzk422hvm5jeq5lelnqlzznjwyfy69,308.846
bc1q7l4vjlyrsrql9nq83x9869nyydyf497v86p4md,0.0055
bc1qlh8h9ujvhhxp057sssqxwujfya523sswd6qsjz,0.5
bc1qs8lv3emdnl4e8ee5tt0vqcvu7aj24ytyzywu94,0.00950268
1KEFNSn6MdSTN41bLE8zyJ5R7BRVyRyHtn,0.0565577
3LF8AQs1QSnphxk71fozdv9NgExxeREUrd,0.00047354
35gso8yHLcwdvKQ98o77WNWEALUVgGN28S,0.0133508
bc1pwwkpkzycfp659unnyt88jgxjpazeqqta5tl4dtggyl4rc993vv2sc523au,0.00060786
bc1qjhw8j7jkah9r6r0x5y6e3htm66s20f9v8qseea,0.00986255
19pMMtq73b5gjNThwhze1rSxnjtL9cZ33N,0.0725354
bc1qdpyn9h849ak59j9f9g8pgd6g0t8fd3c5vy6l35,0.0336491
1QCyadr6HnofmYZEAj4cSomGcxwzjxcVQz,0.0384852
17vsEAacGgGuDhYFwS699ALUT3MkiVLyNV,0.059939
1CeJmDrDnFj5nrhtq839BkUcYj1xkALvoS,1.96951
1Ge7fYukqsZLJUbS9Lvt6wRJDkiqCwVqTm,0.15677
bc1qwvf5k55fmknhwgx5py76cjsu220png08tnpg50,0.0217526
bc1qkwe4e73cmh8eea3kagm768lwegeam74qgxwvfw,0.0193579
bc1qx2r0nu6rfhaz3jtqgdjtkqksv6pmxdgwlfdl7r,0.00163226
bc1pe8qxszp3wp84qge3revajder9w5mhyclvvvewlpu63szvltgppyslhyftu,0.00290188
bc1ql5uvcat4pc6ccufadyrmw66mq0gel25g32py98,0.334446
bc1pk6y4d6v655lmedqdmvsg9w7vulfxt8c3urcylrmevkph32xesn6qcdnn6f,0.00130541
bc1qtl52hg5afwsphlkcve5tz4rdqjfl5lfwmwuj46,152.869
1Ar418eQ6mpKQmxtuxgPryPFh7xqZHRsb6,0.0667273
bc1qh8d54cdnaudkhj9zr83e6v4c862rhc95q5pshj,0.109407
bc1qpkgxexfg8ah0j0ffk3ge3d4para29r8ugx02ch7daja3s8u4247qw2d2jq,33.6441
bc1pkaty5rtt2uf35sw3daa59s9y8vtrvlxv3rcm06ggjwee5x57fgxsp4m696,0.492339
bc1qg293tjt4523ph0rsaaw6yt8w9d4pdyfe4hs8wf,0.0152974
bc1qn5tgnxhy2wscq88d50tjf786ye4qk2hwevamc7fcsepa53df47lsfsr725,0.00582342
13CrikDcgzQERrpz3yspey7QGKjgR4FTN7,5.46774
3KMkPDJxcPpSTdyQg14DSV8DYPsF8M8xiw,0.0781744
bc1qmpwe82x6fnswwllk05mywuwegnqj6gsn7klv5n,1.76228
bc1ppw0uczdzlkmx880t0xggpjc94m8e22mdf2y7yregxn28p92k4anqzz3l49,0.00022547
bc1qrqe46yvd0hfuuh29qrt9cexnukvtpm0ul97snrwxdztm6mta0dtsx42qv5,0.00572572
bc1pafv0prul2gn08dfv9qca89kj6j3yu8ygkz7tsghkyk56kg8eq8aqh282rg,0.00119116
bc1q96eukfcdueyk4eh2kzldrrspqdkgycars9cz03,0.00338056
13AWRLThPBZGQufxaqTkCDYsGsgKuSKe31,0.0886015
36uyLkRYgJmf6rvbxdSxpLj9VWiZZqU2TB,0.00730174
35PkfZX2E76BXNReTPnTZKuMmnn5EQMHiP,0.0634613
bc1q2hq8za9772mtjkaaagk6aslyaw5c92c84eeyvx,1.11884
13fzwBGUzhDLNG8mty51Et61FbkfjASZMv,0.00246092
bc1qwlpmsa7d2yy32n4n3w7q3rs0alpw94ltume4zk,0.00091755
bc1pf4zgmmhs2xvzq93qrergk9ms7d9l2jcnzna4ltvkmewartdzgqmqrr2v7k,0.0729618
bc1qpyxlfnvmu6cqg99h8jv20ym2wpgcfq476206r4,0.00114677
bc1qcwyswh7755uzjdcarz58s4e0cdta7eh442rxdy,0.00842025
3EGiCccDdnUk2ZGvA9nfTa3LcJMEwsUuaL,0.0311381
bc1qe5r9d4qteuvazkpfrgphvr99wr3v4275yklkm6,0.00896432
16oZeHCqeWpJAmE4tf6R1Fs6sGsKw8RjBu,0.102485
3MYMrktoMH9eXFF8Xu9d7ezXrsnRJvKPc4,0.0029862
bc1qlx0yv6t6jz8fvpm9y34dqmjf35v2u547eqtzfg,0.00173349
bc1q65uw92lrphaawqrpe4ul46xu32zasvqfkveth5,0.214973
3Na2ppPe32dedVoUEwFsDN5TZbxJMzHdo2,0.00801152
bc1qnxf7hfccstyqdheewsflwvfpqvy4vrx9g8zvh4,0.0261831
bc1qqn7rz7wc4queeckkrdtudek8t2dp9cqk3ffezj,0.0252833
bc1qd9eaka8hck8hh2lf7rpa5d6qazy6dj5cqrffzyr852ucw4e9em6sezkj2c,0.0151632
bc1pqwua833ljqd243dc09xvaveltjne5h53e4tdygv425u6fk676lwsch7g3m,0.0012911
bc1q4w7uvd5zwevewl3a7p7tauztxke8p35vsjsene,0.00359235
bc1q0rq6qlmk2fne6rnnphp58sty02myh3nw54fgfr,0.00114677
16tS27h9uWxbCzMu4bZf3Ko3Z4m1VpVcia,0.0288404
1EhGVBHVvmin77niTAL4x6PKAGS3rV3qi7,0.0400741
bc1qsf73eanza5d0qwdfx9ftn0qhca9ardcc2k7u3q,0.00167317
1MLJrk1myEZD2u15njNinomjZQXezRmgnA,2.36961
3FTAu39LhCWabQXMDBLFzWgRx6qPLsuy3D,0.0058108
35vTi1N2eWD1cyPS7qW95ZAVpauccJydhT,0.0125992
bc1qxfal5qyq8exchze20e5c70prquaf8jvcrnv0w4,0.00107975
bc1qhheq0fwqffh9p6xypa900dxv6myn6wqpkd5nqdwgfmc0uk785e5q9uknlx,0.00036679
bc1qs528qntcqae7kyaslr5dfyyr38ekka2pjec005,0.00371345
bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,2.54971
bc1px0j5z4srk2u67rl8qkwcyk7agujzds6vpwh26f4hqpx9w9e7x7qqd74ar9,0.0139084
bc1q7ncfjgx5a4scjrnz6m3dzlpfsg56nskm8xeyp0ahng3ap87tzj2q0kwh46,0.006168
bc1q3t6up4dxpm8urxae9kfdtwksljfczpdzrg2z0d,0.344464
bc1qnac59p77tw2c3tequp4r9cmycyenk7xh746s3v,0.00054247
1Jyq95sEK9yTVGPVxMBVQVr8kov8rEjnmd,0.0483251
bc1qw09aduc0f3td9vnhxe498uk98c7cawgs9e3830,0.002084
bc1q22yn9vqxx9hg64cm89hkjqxtjw27mgcfanq4ms,0.00662335
bc1q662zp4ke4w2jl3c4ajw4hgd3k6nzz9eadswprn,0.00268424
bc1q428tm8xkw66jtn7760ecdqye7v9cc44u0xp2n5,0.0461184
1QCT3xEW6NNEHVkkyWewjmtSYXCC9FsDUs,0.0339214
3JNxkh5y3kYBzv7DnPRcF74ovjMSn9ojft,0.00459789
bc1qcwhzpq4zwkfkp5rl3j7jrnrq4r3h3tytm35smz,0.0329415
bc1q5xeupd4p79wxewnaket7tmgdfqhjlhszfze0pt,0.00048332
bc1q9va54wykvydhdn7xvr3pywd3fthg9xq884y2ps,0.901623
bc1qgxlwampe92a0drn7xn0jz548sz2y23jhycmr0r,0.00419734
1Fk6UrUrNGjmxXA9116Q4eUNY3TkVLRTDT,0.00663227
bc1qzqfg4qm7w25a6ue3ucj67tj9jtj76uhcvhse9l,1.04509
bc1pchqsvzf3prc42c5923s7ka47ladw0rwjyrragaz5asgudprmnhyswhf3cq,0.0064473
bc1psf0qmf6c6xdg3kg5v6twwkvyvgskj8xq62yv0lpdvyfeem9dshssa6eurg,0.00106182
bc1q7phrrnjw7uk3tq9syg8dhfnxl3jplyrpcrl8j9,0.00879579
1JCuWoTuPE9mUEToinfHmQrxe6QeFLVswM,3.02404
1CTJWAsveQjVtFAeABWmonoVwqb1d4MPDL,0.0217077
bc1qy087x22lstw7wsum46fy8azwtu2myzu37g0k30zlz9fsff0wzwpqq526z7,0.00160005
39WNvtjWjFJ9m9PQeo6FS5YjVy14rwLGtJ,0.00607185
bc1q7nmvvpzulkearcz8lj4ecg86lcw94zqa85pp69,129.11
bc1qhf030nku9gke8a2y3fzk9m2yyz842t650vx52t,0.00515872
bc1qfk2n3ns8chc5jleqmfpugm0g4kqnevypq4hv5r,0.00354571
bc1qy0hm0y542pzwp3pqv3wc0u5qt4yadm5h7zdent,0.018775
3GRaSwGDVhsHFpBr479NKyiv4XLV2Yt6Ub,0.29518
1LFq7wSxoA4mbxASVeoidLQNp3bwJZ5GAZ,0.00909599
bc1pqjc94svwpkdwc489kd26pfae5xsa4cyes84jdqe04hez8tzpwaws07ee64,0.0058381
bc1qtrwcc89afa7nj5gu6gvkhcpc3rwhkay4nwttyl,0.0227779
3D8cyjcHUAshGd6PcGBF5mu6hTVF5pG7cG,0.022647
bc1qpdl0h9vcasp2efzft778vg94axu2adg3cyn2wxk3zlg2usedn82sxje4tw,0.00391
bc1qak0ltgf2umvv7y2u5zy6ycr8c6y3qk9l08hsa7,0.176892
bc1qu8zw0jjmma7m32fzerdggss7fcj30du3z8ehfk,0.00061817
3KGVYN9b8FQqxXN61EYrwRg6CeWuMcpfgv,0.0200986
bc1q7h6g8xj7ald5gu22ludenzlf6wwkcwfhq4gwgg,0.00178161
3DBG7Si7zAds73ncKKniyfoGTKAN7BUxex,0.00035774
bc1qsasffuh6mjwy9gwdk2l222g7wctcdqhxheekhm,0.00084063
bc1q999sp6cz9s4vvkxudd2clvgq6mzkmg4gp2g7a9,0.0033
3HfuAusqfkFfumyofgkinoPMyibJ2WWcV4,0.231484
bc1p8dfjz04kxkkspnxn3wnazlpqukwcy03s2jp7d507x88l5k75n4zqj846zu,0.0114486
bc1qhd9q0wxpp05m3qvvu2l5zcxad64ya80hyfe50d,0.0179791
3L3cSPiRjgTuuBEKXPthJ1SmneNEbZcsYC,0.0367934
bc1p7f86ry5e2e377nlh0zgewqlzkyypcplkku3yhc47lyjh05e43mhscreugf,0.0185844
bc1qgyr6dugnsmpvn6sjl493wa3r333qae8fzk0jqa,0.00050774
37KXAayzajPSwt2ZR5Uuj7Tu1ShSXEPDfA,0.0014
bc1qnzr36jg63vmj3kq833xr459dzyduuppx6urqdg,0.0950626
bc1qd464zs3wfdp7mrrzpn5xgphw45ppgtw37639ez,0.00134056
bc1q0kpqyay3kalhth2ym528ythfjqp4ger88aee6y,0.00166605
1KxLxwa6BMzpLtzh3sZk2xLHMWAUQaqPF9,0.0354809
3Bk2c6wSG8veJx6sxpBKM6sMbBkAYiJwQk,0.000672
bc1pts3n5jj60cppj2fv7v87demxlxky6sr9ytx24wt2nel2a36v4mas0kr75c,0.00253279
bc1qwxlvp9eqc3f6eslcdsxh0ngsj3jmjttcndhh7p,0.416833
bc1qguh3pqx4s9rtjrl6myy5wwhddz08khgd6fey3s,0.159247
bc1q2kfgn6vj5xreyw3pc3vqq30ysmg0g2dzv3nl0e,0.00178208
bc1qpwafmkz4rqjsn9erynsljfs4t8nuat0450wc94,0.00067123
1EmZZvdbh3cNquiQtwz7Au4g51BtfyEaKv,0.0184266
bc1q359jdspgw65wl4m7ftfr6qr4p8h989xf7mkc49m8el6ssf25hq5qmvrqrf,0.00091393
bc1qtu8cj6pry20jscd7aqhpw2zm7lvahy7emavja3,0.350837
bc1q3t7fw5m4ek32axgt3zakyneeeux83vzjfc95dx,4.95136
1JFEmMRKPZz9UzFVybnCQDPbWNyZ8XgZxe,0.00037279
bc1pdsqpn25mfrvrw5pqsxqjx2gpeyyyfkal3lr2ch220x35a7uysjgs87d5q9,0.00474586
bc1q2s03vltjdvnnwh2dzyzzzuly7zyvdnankmf6s7,0.00084052
3AzGh9mPiTGDA77HQt24xLrDpRxaFVyAG5,0.0191145
bc1qxkfuhzvma2dt03l9cpqcm396hhl7s7j9v2avzv,0.0608743
bc1qrm0fw0735xxzq8h2yrldm3sh6ml5ysdayh6n92,0.0024355
bc1p06avs7wkm42dh80uqhm2y6u86drxg2savtg4pdhu2ajp84uc4hlsjf6n4g,0.00582741
3JCJ14QiCqxUWD8UtkBaaoBbmpUVzyacAV,0.277159
bc1qw9g48nzn0fea06jp88g24p346lum2us07x5vts,0.00164853
bc1qdxrcudp4qnk74v6pns0z3kj8tkujwn0l2dwfgg,0.00062691
1PbcFBWcfPopPtUKTLFYTDNKcMjTjMmgiM,0.231251
bc1qvfhmzq2menkph8k7hvvdzt6fjurds30q6594c4,0.00216267
bc1qsksp4yn2r0sg2ryu4fhpg3hzht7tr9rutv0nan,0.00029828
bc1qdnt3lpxeeegt0vk0r996jgc38za4n83gxgyj9r,0.00806816
bc1qrt7rkpswpgmcag7txzf6ps9mvepwgndshqdx6d,171.331
1KWUTKACDG8zqAHFpFQ5RjxNRUKff4V2AK,0.754434
bc1q07er5q4sypf6xj40pwukdlmmkccr987rfu8zgw,0.0114407
14kGTmfbqWasmXwKiC91fMrF3T1RQpo7Jy,0.00633881
bc1qwqlz4nxc3u88dff5lw2dcqr2uewvzx4qev6nlz,0.00110561
bc1p9wjkn9kgt64x5yavtpu8yreyzvhxp9xa0mm6fcssl7qk5js9yauqw2c5ga,0.00186519
19A2ZeJkuXZowsyva9QNTzt3x8QVgYxPN1,0.0345202
15UrAKP4hhcBycnup6Y6d1vRDUGbB6p8GR,0.0233775
bc1q9av9stmwlqpfvssxrxsnmxldtydxe0ekrwkf6c,0.00024513
bc1q79xquvw37zgxn6yycj9c0ap4jjzygfapjwv8dn,7.16122
bc1qzqmk0uc94may5ms8h5v4c4c690zvaja5sda858,0.116715
364kbvVxJYQLTRCPto7YHF85pKm9YPSGXu,20.1564
bc1qvku8p7yphkupjtk92ah5skvtychjjgl8y30q5v,8.073
bc1qjv8xdzn994msqge9f9pht58uy6mxg3csggp44v,0.12515
385bDimKikH1onXGCadZp5QcP53n99iuZN,0.0286782
bc1pgffyywh923laxgarxz5d7ulrqrl2tt6425uhqwfyts54p4gum24sm3umjw,0.0402098
bc1q7dtdtv878jn6829zvxy7lg9nkcyrjjsuyn3p2g,0.00010475
bc1qrgr6edkzrn0h7kd66a87rl0kvtl6zumandsuxn,0.038343
bc1qflt2rtxwlas59tmaypgunaqkkj2ntzkd8qd7sk,0.00119636
3EVCjfRii9Whfv4y4Y9SBU4D6GjheoxZGn,0.0296651
bc1qtzrgc6sq5c3hgktlg7dk38ytgdm8fnjhnj9khl,22.1776
bc1pw0ylsnky3t2rwh37eh3nvw6cwurrn0uc90ael8v49kkgm6vh8a8srup7g0,0.00064872
bc1qmfazhnkednjacd3pjc3s5wzl6xkanem3zmau04,0.0353652
1ENC3Jb671pCrZuK8teeDbbNBpgNNF9zDc,0.0439438
bc1qneuspfpzxhzgcmrxymcyuwa4z70r96s5kc2svf,0.118047
324xtXBwM6R7uK1sfu37mGZVqxSm3chM9V,0.00017791
bc1qz6rm8ka60j377vuv3vg9lwktje5mwaff7fndpk,0.00045674
bc1qwfx05zea9h8n9tcy2lwmgwvy0zte5p2r4alkwg,0.00103411
bc1qt74w3yfsu28de4h5qv7jcx43xfdnczkjpt7nsr,2.09427
18ufQ9L3kPUEkciMBCgKLDAXt827chthWh,0.0743867
bc1qxzfjvxqnrjmqjckecmpkf9rfv526lau6t25tet,0.0758408
bc1qhu8njuxmuqcwlwwly8m990acrwe3ld9d6p8za7,0.00029478
bc1qc5myuewf0r9aqpps0fs8wcm7gq3lusq5394mre,0.0300257
bc1pl4pek0p4psfurac745jauj0ewcjazvzavwgx6p7qfaph4ef4xetq2vfznp,0.00045008
bc1qledfwp3dkrkwqad2fs9qf6pda64khve905xwae,0.00574066
37QaFaWVtdL12htXjPJjTzL4AndPoKH7jA,0.0008799
bc1qhwxe22jxkc47g2jnah2zhvvn93dzgu52a9qe9v,0.0016528
bc1qyna9pt0jzy9f58gtqddl2ev5ggyqhe9v5clze2,0.00168959
bc1qtl84ezlaq8qu2fmglkxucfe2q57wlwg2ylhcxw,0.00392438
3CLr3ye6eSV2aerEdjwrcNcf3oGhLJso5f,0.372363
bc1q70tgn0fmjk0yxtc4nw9l5ehp6uc988np8elq4r,0.020069
15RwTQBz7ZywgP3i2KeMv43SgGJWhTdcfw,0.00939624
bc1qx74fcquy29ehykagcunwuxnqarrm3wf8sp6m54,11.5
1PUVyaXaBDwv6xwqif8SD3sMDomP8GqJdK,0.05375
bc1pw3g2rscu9qnu7ednrcspwsjhdrvkmstaqau6ptv72kzej67n6h7q3kxha4,0.0188411
bc1q4936925jppaem94gdupqxlefrem64fq40hhpq4,0.00047683
bc1qdtp09tnycm52zvf7pfwgtvkpu7pczy75yhmacj,0.00318693
1D5ZkwFyT1mZcnSwveLM4p2CrEx7oox69D,0.491106
16ZFE55VCyVKJHPLtzJdxLbCvrhUTbQE7,0.138123
bc1qau5dfh5a8y3usvc8zqqkysnssla6ufq5nghtqc,1
bc1qp27f09ge2wz9x8h276j6fgq2yj5mzlda23338r,0.00367038
bc1qrwm6gfmdtl5c0p4yu95hvjqmfdpwqsjk4840az,0.117242
1kYg2MpMMerwarnUpfmQtn2uiRM19kbWM,0.00076494
bc1qyfwe69e4xyueud8d8prlc2epj78scxjsk2x39t,456.701
1FnfaPQwj9zQcNaXDyUiAj61afyG9tmoBR,0.23042
1MfjDdgzUVM2Zgippq9b8zZF3txjcaDuVB,1.04806
bc1q58pql8glgj09h06npfw2zd4r40ut30hhq4v4uh,0.0007996
bc1qev70zwpse0axqanyrttxfu3jyzp8npcm7kd7rw,0.105382
bc1qrdg78pd7z2e78095gszny7ramd2mjkhxmx2r26,0.00055429
bc1q0kqml0h07kn8gnrt3nyssdupc72cqy8vvz4m3q,0.00200995
bc1qajnh0wtkuu6z4kss3c2jns4hv3puqrkg8e8w0n,0.0181115
3HkfA5k6ucfPsCGAH2Uim1qNTbdsagPTgo,0.972946
bc1qvx6drftdtgxuef746gprzexvvh76u2h0fu9j8z,0.00746793
bc1peppqkd5qp5jg0r6gf6pc7t3yc3ptrll37d6405yy0spyyd2r8k6se363lu,0.00011522
1NmYVKtGypPe8TEZdbqJNaqVdm5Hbbky8c,0.00265641
16XAps7cEUBVsospYxezraVKLpsVUXYu3f,0.0301538
bc1qkq3kzn3nh39mt3xxvnrnamjdyaww090nal886z,0.00534011
bc1qtsgjv9nv5g9knanjpjy7g2rf2uxh6zc5j4ne9d,0.00027442
369QPtWnoZLgTpKJ7pYPHhC8FvUG5JRT1p,0.0338826
bc1qmwtmn5ry8x68at2472k84ehpvtuqzdc77a9s27,0.00909217
bc1qfh507cpe7xa35zvjm60s58srsm8x8mff24hhhz,0.065902
bc1q6wex0vf549vtsll9kyml8j0yl46wagh2m42qrs,0.181445
bc1qfr767g3rx222jyjz2d69t7s7vyf0u9tx9y4ce6,0.0990405
bc1p9wf3h8hwafqhmh2djyy2yxqvfnu5njrauteu70pd98s63m5zqzrq23ayqn,0.0172711
bc1qkcm2wv0dk4f4ehry6qyvlhlar9uh0njsy698ed,0.0009776
19rFr6sRu2RASNjXvMzR3mNnfkdUxGAMfG,4.57772
bc1q4xnur77lpk4mgxknt4vjl3kzjwh5lgxym86gpa,0.0001668
3PWeeCyCCseKKKuKADMRzAcxEP4pq4PvaD,0.0149569
bc1qk48mgk4zrhgz3pmlu6z5nxcghaky43jlguc6t9,0.368816
bc1q86nanrnzapnnr0vcchw20knwnmp742yphdqt8t,0.0035
346Rg6yEoD3kmUvcZ6VeVLDDapfffXK1m8,0.151724
bc1qkea99hr2gwlhgmsjpygwr9j38pq9ed43d60hgl,0.00151748
bc1qg2gzhna7l4v4fachrxmnhpd68a0vmfxhe5uta5,0.00016734
bc1qq89m564cyplgawuu5t8v6eqmw94686plakjzgl,0.00473286
bc1qfg604jzq9kzc5l9chl39l9vde3t2kxug5wugzc,0.00183145
bc1q7y2daxaca9c4jclh00g3ls44y590jdjlx0k0kd,0.00854943
bc1qrm434007vtx9v4w94dq6ttj99lcjsmqean0j95,0.0101902
bc1q3k6nne46utmar62weevnhdpr6rf8ankw38fdu9,0.246491
1Jkgfb7HvVU3uW2QvS5E4KUeu5PZZ96UBR,0.0192195
bc1qdvpwq4fypmwqf49mtcqzg27d8whcpl3zqwq2y5,0.00585026
12iD3ebcjdqYCQKejVXk2vWshVLavTGvMD,0.0470937
bc1q8x3r7pf0u4q9fgrzr0x0u439njnw6ke99an40z,0.008412
bc1qwd7vl4dqm33tjvskkvhg5sw7j96l4v3rzvcrxh,0.0224638
bc1qj278gm4ajjvjwvz5y74r533hx9qnv6gaapukd6,0.01289
bc1p8tk8rdf8laz8kzvlf42p8kr7cd4eyweq88vqqe2jgnygd4y5t62qsq8pu3,0.00194958
3Gaw3wczyg97QF5FR8BPxhP5ukrsthG1hp,0.0019824
